-5.065643191337585449e-01,-1.292950153350830078e+00,-8.821970224380493164e-01,2.247727811336517334e-01,1.686217077076435089e-02,1.043001770973205566e+00,-1.117386698722839355e+00,1.152655363082885742e+00,8.645432591438293457e-01,3.667373359203338623e-01,-9.509750008583068848e-01,1.095691561698913574e+00,-4.062215983867645264e-01,-1.531343698501586914e+00,-1.268480896949768066e+00,-1.226390004158020020e+00,1.625559926033020020e+00,-1.323397755622863770e+00,2.167645692825317383e+00,-3.612766787409782410e-02,2.047345876693725586e+00
2.752515301108360291e-02,-4.101772978901863098e-02,-7.149769663810729980e-01,-1.840246915817260742e-01,-3.908581733703613281e-01,2.892636358737945557e-01,2.469085454940795898e-01,4.964096937328577042e-03,2.304204404354095459e-01,-9.847036749124526978e-02,3.038320243358612061e-01,-7.167875021696090698e-02,5.132762789726257324e-01,-2.951475083827972412e-01,-1.233939677476882935e-01,-2.637144923210144043e-01,1.530931293964385986e-01,-2.900690436363220215e-01,-2.429289072751998901e-01,2.283230423927307129e-01,6.747658252716064453e-01
1.447381377220153809e-01,4.251934587955474854e-02,-5.649560689926147461e-01,-1.843564361333847046e-01,4.221605956554412842e-01,-6.925582885742187500e-01,-3.742882013320922852e-01,1.459663659334182739e-01,2.973651289939880371e-01,-1.544794719666242599e-02,-1.394988298416137695e-01,1.592841446399688721e-01,4.627971947193145752e-01,-1.098419800400733948e-01,5.345858335494995117e-01,2.952807247638702393e-01,3.259996771812438965e-01,4.136369228363037109e-01,-9.012855291366577148e-01,-2.123945355415344238e-01,-1.616962254047393799e-02
-3.755721449851989746e-01,-6.232752799987792969e-01,-1.709546148777008057e-01,-8.034705519676208496e-01,3.313274309039115906e-02,1.255357712507247925e-01,-9.485702961683273315e-02,-3.162810951471328735e-02,-3.479996621608734131e-01,1.806535869836807251e-01,-1.985592097043991089e-01,5.278458595275878906e-01,2.585238218307495117e-01,3.826515972614288330e-01,4.832772910594940186e-01,1.201270669698715210e-01,-1.504612565040588379e-01,8.566737174987792969e-01,3.082326240837574005e-02,4.631685316562652588e-01,-6.834285259246826172e-01
3.309361403807997704e-03,-1.345595568418502808e-01,-4.189726710319519043e-01,-1.321010887622833252e-01,-4.138460159301757812e-01,3.993871808052062988e-01,3.274150192737579346e-02,-1.977313309907913208e-01,-3.493480682373046875e-01,1.732164025306701660e-01,-2.357657700777053833e-01,-4.370645880699157715e-01,1.131851553916931152e+00,-1.901341080665588379e-01,2.479943186044692993e-01,2.977985143661499023e-01,-1.139348745346069336e-01,-2.092143520712852478e-03,7.434532046318054199e-02,-6.317732334136962891e-01,9.748296737670898438e-01
-8.951925635337829590e-01,-5.507574081420898438e-01,1.407475113868713379e+00,1.078521311283111572e-01,-2.331645190715789795e-01,2.903620898723602295e-01,3.305858671665191650e-01,1.015555858612060547e+00,4.687435030937194824e-01,-1.070267036557197571e-01,2.389740705490112305e+00,-1.007534042000770569e-01,-1.445446252822875977e+00,-1.094624996185302734e+00,4.626973569393157959e-01,-1.627635002136230469e+00,-1.320454597473144531e+00,2.139812409877777100e-01,-2.096029281616210938e+00,2.063580989837646484e+00,6.021216511726379395e-01
-7.374091446399688721e-02,5.022701025009155273e-01,-4.910222589969635010e-01,-3.791416883468627930e-01,-1.266759447753429413e-02,3.278656005859375000e-01,2.043229639530181885e-01,-3.699384033679962158e-01,6.346697807312011719e-01,-4.514044523239135742e-01,-1.776473075151443481e-01,-2.200972437858581543e-01,-9.174915552139282227e-01,-1.037567257881164551e+00,-6.045053154230117798e-02,1.463655471801757812e+00,6.080071926116943359e-01,-7.670563459396362305e-01,5.007057636976242065e-02,2.317847311496734619e-01,8.484721183776855469e-01
3.793580532073974609e-01,2.198616862297058105e-01,-1.794680505990982056e-01,2.204712927341461182e-01,1.284990310668945312e-01,2.899256646633148193e-01,-1.662092953920364380e-01,3.475301861763000488e-01,7.643577456474304199e-02,-1.120228990912437439e-01,5.185404419898986816e-02,7.470945715904235840e-01,7.520164251327514648e-01,-3.685183525085449219e-01,-1.819072365760803223e-01,-3.157721459865570068e-01,5.570296049118041992e-01,1.664550751447677612e-01,-1.189390897750854492e+00,9.871107339859008789e-02,-1.462891459465026855e+00
1.054950878024101257e-01,-2.329563498497009277e-01,-1.065217778086662292e-01,2.076662629842758179e-01,1.797672212123870850e-01,4.833313822746276855e-01,-5.367112904787063599e-02,2.565458416938781738e-02,2.057932019233703613e-01,5.942095071077346802e-02,2.471314221620559692e-01,3.832951188087463379e-01,1.928832530975341797e-01,-7.868418842554092407e-02,-5.428125262260437012e-01,-2.155100405216217041e-01,1.710345149040222168e-01,2.725543454289436340e-02,-5.593284964561462402e-01,-9.350584149360656738e-01,3.815991580486297607e-01
-3.550752401351928711e-01,5.141702294349670410e-01,1.317734364420175552e-02,1.509975790977478027e-01,1.807260364294052124e-01,6.354790925979614258e-01,1.509233117103576660e-01,2.254329472780227661e-01,-1.379063874483108521e-01,7.342866808176040649e-02,9.849869459867477417e-02,-1.871263682842254639e-01,-9.029334783554077148e-01,2.898701727390289307e-01,1.210260242223739624e-01,9.684302806854248047e-01,-4.393019676208496094e-01,-2.796208262443542480e-01,-2.837918698787689209e-01,9.263831377029418945e-02,-8.057722449302673340e-01
-4.965111315250396729e-01,2.283864021301269531e-01,2.668415904045104980e-01,-7.912527322769165039e-01,-1.308274548500776291e-02,2.459309995174407959e-01,3.344582021236419678e-02,5.313835144042968750e-01,-9.269726872444152832e-01,-7.933761924505233765e-02,-1.566971242427825928e-01,-8.379876613616943359e-01,-6.505314707756042480e-01,1.023928761482238770e+00,1.473765254020690918e+00,-4.015869274735450745e-02,2.903113961219787598e-01,9.889904856681823730e-01,1.219733804464340210e-02,-1.731721907854080200e-01,-8.953856825828552246e-01
-2.178352177143096924e-01,-2.275172322988510132e-01,5.071665048599243164e-01,-4.497739374637603760e-01,3.218378722667694092e-01,-2.300938516855239868e-01,-1.383807957172393799e-01,1.755626648664474487e-01,-3.205429613590240479e-01,2.037174105644226074e-01,1.010091006755828857e-01,-5.940612554550170898e-01,1.520663499832153320e-02,4.199637174606323242e-01,-1.616289839148521423e-03,1.852413564920425415e-01,-5.649354308843612671e-03,-1.493056565523147583e-01,4.812925755977630615e-01,8.882801532745361328e-01,-1.034380316734313965e+00
-1.286651790142059326e-01,-1.784854531288146973e-01,-4.749855101108551025e-01,-3.468313217163085938e-01,1.993546485900878906e-01,4.834614992141723633e-01,-1.263552457094192505e-01,-1.078943908214569092e-01,-1.083764806389808655e-01,1.360766291618347168e-01,2.449440658092498779e-01,6.076403856277465820e-01,4.547527134418487549e-01,1.480502337217330933e-01,-4.851632118225097656e-01,6.631808280944824219e-01,2.091423422098159790e-01,3.651600778102874756e-01,-3.914822936058044434e-01,-1.049755439162254333e-01,-1.064208507537841797e+00
5.824767798185348511e-02,8.347161412239074707e-01,-4.382895529270172119e-01,-3.387961983680725098e-01,5.357725620269775391e-01,-4.870903491973876953e-02,-1.168311685323715210e-01,-1.097077205777168274e-01,2.401121109724044800e-01,-5.619445443153381348e-01,1.482513397932052612e-01,-2.338869422674179077e-01,1.760413527488708496e+00,2.091857790946960449e-01,1.436458528041839600e-01,2.407415583729743958e-02,-3.030476570129394531e-01,-2.539793848991394043e-01,-1.557856649160385132e-01,7.430940866470336914e-01,-2.134319067001342773e+00
1.127639263868331909e-01,7.139600068330764771e-02,4.244127273559570312e-01,-9.330789744853973389e-02,4.834898710250854492e-01,-2.182046175003051758e-01,1.676327288150787354e-01,1.849206686019897461e-01,-1.496887393295764923e-02,-4.812296330928802490e-01,-2.383533120155334473e-01,-9.372872114181518555e-01,-2.608188390731811523e-01,8.136513829231262207e-01,-1.246678233146667480e+00,-2.884475886821746826e-01,7.527000308036804199e-01,-8.971460461616516113e-01,2.871915698051452637e-01,6.384552717208862305e-01,8.558599352836608887e-01
1.826621294021606445e-01,5.618689656257629395e-01,-2.431431114673614502e-01,-2.218308299779891968e-01,-5.962376482784748077e-03,9.105695486068725586e-01,5.933321267366409302e-02,1.884899139404296875e-01,-4.886352419853210449e-01,3.470737040042877197e-01,-1.426239460706710815e-01,-2.219747751951217651e-01,3.611876070499420166e-02,-5.149456262588500977e-01,1.286015391349792480e+00,-3.155765533447265625e-01,-8.273239135742187500e-01,8.097015023231506348e-01,-5.843020081520080566e-01,-5.334181785583496094e-01,-3.034254908561706543e-01
8.075158298015594482e-02,3.576633334159851074e-01,-4.160473346710205078e-01,1.929322723299264908e-03,-2.703818678855895996e-01,3.438023328781127930e-01,-1.028687879443168640e-01,2.923741638660430908e-01,2.358786016702651978e-01,-3.256491124629974365e-01,-3.803635835647583008e-01,6.939808726310729980e-01,1.165494322776794434e+00,6.632252335548400879e-01,1.321671605110168457e-01,-3.801805377006530762e-01,-1.628066897392272949e-01,-1.947512179613113403e-01,-3.502535223960876465e-01,-5.969399809837341309e-01,-8.298451304435729980e-01
2.225207686424255371e-01,-9.533458352088928223e-01,7.682510018348693848e-01,1.117639839649200439e-01,-3.956460207700729370e-02,-1.305574923753738403e-02,1.059381514787673950e-01,-3.575657010078430176e-01,-1.971553638577461243e-02,2.628106176853179932e-01,-4.292059540748596191e-01,-1.880157738924026489e-01,-8.086702823638916016e-01,-7.135722041130065918e-02,2.502787709236145020e-01,3.917688131332397461e-01,4.807430505752563477e-01,3.264372944831848145e-01,7.057970166206359863e-01,-6.690436601638793945e-01,-5.313611030578613281e-02
-1.427125185728073120e-01,-6.557808518409729004e-01,6.298475265502929688e-01,-3.442869186401367188e-01,-2.135941833257675171e-01,-8.187952637672424316e-01,-2.094053626060485840e-01,-1.243908181786537170e-01,-6.080178171396255493e-02,-3.021284937858581543e-01,3.311187922954559326e-01,-3.111393749713897705e-01,8.399153351783752441e-01,3.634186089038848877e-01,-1.632399111986160278e-01,-8.207570761442184448e-02,-3.742520511150360107e-02,4.521142318844795227e-02,3.951617181301116943e-01,-6.723813712596893311e-02,9.407060146331787109e-01
5.814887881278991699e-01,-1.448056101799011230e+00,2.050375938415527344e+00,9.264716506004333496e-01,1.222820878028869629e+00,-2.179422974586486816e-01,-5.142087340354919434e-01,1.085880324244499207e-01,-1.504560559988021851e-01,4.829165637493133545e-01,7.688903808593750000e-01,-4.852170050144195557e-01,-1.709569931030273438e+00,1.228459849953651428e-01,-2.949152886867523193e-01,-2.132306247949600220e-02,-1.062844634056091309e+00,-4.124018847942352295e-01,-3.466324508190155029e-01,6.511115431785583496e-01,-2.864328920841217041e-01
