9.496558308601379395e-01,-2.300831794738769531e+00,-3.899367153644561768e-01,-1.699139475822448730e+00,-3.852240562438964844e+00,1.825959682464599609e+00,-5.472405254840850830e-02,4.530689418315887451e-01,-1.147262692451477051e+00,1.801671266555786133e+00,3.926650285720825195e-01,-2.250431299209594727e+00,1.702405095100402832e+00,-5.216911435127258301e-01,4.584073066711425781e+00,-9.267494678497314453e-01,-3.428424835205078125e+00,3.004654645919799805e+00,-6.531672179698944092e-02,2.065969944000244141e+00
-2.584252953529357910e-01,1.736385822296142578e+00,3.101978600025177002e-01,-1.695991992950439453e+00,1.326992660760879517e-01,-2.254159301519393921e-01,5.127120494842529297e+00,-2.148505998775362968e-03,3.706884682178497314e-01,2.359638214111328125e-01,-1.153668165206909180e-01,-3.432660698890686035e-01,-7.033661603927612305e-01,5.463131889700889587e-02,5.275220274925231934e-01,1.829184889793395996e-01,-3.177515268325805664e-01,-9.145625829696655273e-01,-3.483133018016815186e-01,-1.452652454376220703e+00
-7.475505471229553223e-01,-8.138228952884674072e-02,-6.478679180145263672e-01,-8.069627732038497925e-02,-2.508458495140075684e-01,-1.027272939682006836e+00,4.716535508632659912e-01,4.643582403659820557e-01,5.380086600780487061e-02,1.844879239797592163e-01,2.729335613548755646e-02,1.116697549819946289e+00,-8.338102698326110840e-01,-5.019946575164794922e+00,9.547124803066253662e-02,-6.236434578895568848e-01,-9.625041484832763672e-01,1.155576184391975403e-01,7.069930434226989746e-01,-7.574254870414733887e-01
3.797890841960906982e-01,-5.171662941575050354e-02,-1.751556634902954102e+00,1.425344824790954590e+00,4.425931349396705627e-02,2.444992214441299438e-01,1.372337222099304199e+00,8.969795107841491699e-01,-2.073780059814453125e+00,2.346365302801132202e-01,-2.342156410217285156e+00,4.581981338560581207e-03,-1.768661260604858398e+00,1.309442162513732910e+00,-2.963393926620483398e-01,-9.422163367271423340e-01,-3.908498585224151611e-01,-1.870184540748596191e+00,-1.404830336570739746e+00,1.186892628669738770e+00
-1.999811887741088867e+00,-3.155783891677856445e+00,-2.917165279388427734e+00,1.976614832878112793e+00,-1.037615299224853516e+00,-1.636393189430236816e+00,-9.173172712326049805e-01,-1.736864924430847168e+00,-4.737669944763183594e+00,4.214485645294189453e+00,5.434926033020019531e+00,-3.393865585327148438e+00,3.119348764419555664e+00,2.922656238079071045e-01,-9.951300024986267090e-01,-1.131376028060913086e+00,1.828040629625320435e-01,4.208062648773193359e+00,4.267985820770263672e+00,1.973681449890136719e+00
-4.711699008941650391e+00,2.813950479030609131e-01,-1.332205295562744141e+00,1.479261927306652069e-02,-7.270311713218688965e-01,-1.741619229316711426e+00,1.595271706581115723e+00,9.001053124666213989e-02,-1.097867488861083984e+00,2.209193706512451172e-01,4.046656191349029541e-01,3.846339136362075806e-02,1.070200443267822266e+00,1.061832085251808167e-01,-4.800347089767456055e-01,-3.094010651111602783e-01,4.476110935211181641e-01,-2.702683508396148682e-01,2.348238468170166016e+00,3.203726112842559814e-01
-8.393928408622741699e-01,1.144965171813964844e+00,2.085696220397949219e+00,8.434804677963256836e-01,3.649560928344726562e+00,5.876962661743164062e+00,2.924108803272247314e-01,2.413640975952148438e+00,1.637473702430725098e+00,-2.090798854827880859e+00,-4.843504428863525391e+00,1.146992325782775879e+00,-1.270870566368103027e+00,-1.079152822494506836e+00,-5.210662484169006348e-01,2.132522583007812500e+00,-7.880331277847290039e-01,-2.439350843429565430e+00,-2.669489681720733643e-01,-3.721504807472229004e-01
-2.503492593765258789e+00,-4.307587146759033203e-01,-3.868492126464843750e+00,1.593485951423645020e+00,-1.537167906761169434e+00,-9.705969095230102539e-01,-1.606256842613220215e+00,-6.690647602081298828e-01,2.349139690399169922e+00,-1.326357364654541016e+00,2.558675765991210938e+00,-9.496203064918518066e-01,-1.010333061218261719e+00,1.696886539459228516e+00,-2.056695938110351562e+00,2.807136535644531250e+00,-1.181813955307006836e+00,8.581509590148925781e-01,3.746271431446075439e-01,-9.958167076110839844e-01
-2.059540510177612305e+00,6.301115036010742188e+00,3.430071592330932617e+00,-1.197116494178771973e+00,-2.685781955718994141e+00,-8.928617835044860840e-01,1.570475101470947266e+00,1.040573120117187500e+00,3.553315639495849609e+00,-2.554781675338745117e+00,-1.482444047927856445e+00,8.641440868377685547e-01,-1.548836112022399902e+00,-1.118596076965332031e+00,-3.299001216888427734e+00,-1.266250610351562500e+00,2.864601135253906250e+00,-4.463487863540649414e-01,3.704870700836181641e+00,4.725589454174041748e-01
3.573203682899475098e-01,-1.096067726612091064e-01,1.334030151367187500e+00,3.667342662811279297e-01,-6.519456207752227783e-02,-8.864504098892211914e-02,1.655199527740478516e+00,-5.904507160186767578e+00,3.162650763988494873e-02,-9.448251128196716309e-01,-9.606582671403884888e-02,1.623658299446105957e+00,1.179445385932922363e+00,-5.677332635968923569e-03,-7.311920076608657837e-02,-6.319227218627929688e-01,4.600681304931640625e+00,5.882701277732849121e-01,9.954859614372253418e-01,-6.728430986404418945e-01
8.473351001739501953e-01,1.015436053276062012e+00,-1.349492073059082031e+00,2.353613853454589844e+00,-1.578366041183471680e+00,4.712608337402343750e+00,4.471173882484436035e-01,9.346094131469726562e-01,-8.838281035423278809e-01,-1.036462038755416870e-01,2.306916564702987671e-01,1.890181750059127808e-01,4.728857278823852539e-01,1.367996573448181152e+00,2.873880386352539062e+00,-1.544369012117385864e-01,-6.030453443527221680e-01,-3.244339466094970703e+00,1.796664297580718994e-01,-1.225052118301391602e+00
-1.297178983688354492e+00,4.540438950061798096e-02,-3.089281082153320312e+00,-8.050633072853088379e-01,1.150011181831359863e+00,-6.420262455940246582e-01,-2.398451805114746094e+00,-1.865654468536376953e+00,-3.450039625167846680e+00,3.484953165054321289e+00,-7.413324117660522461e-01,-8.836874961853027344e-01,-1.146408796310424805e+00,-2.829493522644042969e+00,-7.647114992141723633e-02,-5.531564354896545410e-01,-1.697319507598876953e+00,4.654019773006439209e-01,-1.245567202568054199e+00,-7.312139272689819336e-01
-1.787387371063232422e+00,2.571695804595947266e+00,5.137460827827453613e-01,-1.065562248229980469e+00,3.083785057067871094e+00,4.083534181118011475e-01,4.750190377235412598e-01,1.637428045272827148e+00,-7.670962810516357422e-01,-1.637434959411621094e-01,-1.495591521263122559e+00,2.986885011196136475e-01,-2.664831876754760742e-01,7.430171966552734375e-01,3.079154729843139648e+00,-8.994792401790618896e-02,1.978320032358169556e-01,4.698778092861175537e-01,3.263597488403320312e-01,1.896805614233016968e-01
-3.015127182006835938e+00,-5.839536786079406738e-01,-1.030238389968872070e+00,3.817650079727172852e+00,-3.947639465332031250e-02,5.418157577514648438e-01,-8.420214056968688965e-01,-1.129065632820129395e+00,-9.105650186538696289e-01,2.611958980560302734e+00,1.713311195373535156e+00,5.063713192939758301e-01,2.733036518096923828e+00,-8.498972654342651367e-01,-7.257965207099914551e-01,2.478559494018554688e+00,2.068482935428619385e-01,2.278818607330322266e+00,2.876388788223266602e+00,7.911364436149597168e-01
-1.214294210076332092e-01,-3.292423248291015625e+00,-1.236863613128662109e+00,2.903219163417816162e-01,-2.721130371093750000e+00,3.003003835678100586e+00,-1.548224091529846191e+00,-1.572446376085281372e-01,-1.770393848419189453e+00,8.727484941482543945e-01,6.149923894554376602e-03,3.243304491043090820e+00,2.344823360443115234e+00,-2.166670281440019608e-03,2.307741403579711914e+00,2.336713314056396484e+00,-1.206312417984008789e+00,3.408414363861083984e+00,5.162886977195739746e-01,3.319317102432250977e+00
-1.881357192993164062e+00,-2.210917234420776367e+00,1.675139546394348145e+00,1.594028949737548828e+00,1.273518443107604980e+00,-2.916566133499145508e-01,-1.447954773902893066e+00,1.624315977096557617e+00,-7.725901603698730469e-01,-4.012859821319580078e+00,2.367503166198730469e+00,4.753614068031311035e-01,2.061967134475708008e+00,2.709534466266632080e-01,-3.151281595230102539e+00,8.353222012519836426e-01,-3.699112892150878906e+00,-7.908509969711303711e-01,1.797288060188293457e-01,-9.256304502487182617e-01
5.692483782768249512e-01,-2.799537420272827148e+00,-1.997418761253356934e+00,2.244485616683959961e-01,2.354590415954589844e+00,2.364938974380493164e+00,3.287477195262908936e-01,-8.759219050407409668e-01,-2.837337255477905273e+00,2.106127977371215820e+00,-1.169520378112792969e+00,1.479371190071105957e+00,-3.155038118362426758e+00,-1.545287847518920898e+00,3.213549613952636719e+00,-4.536768049001693726e-02,-1.875938326120376587e-01,-1.619598150253295898e+00,1.366945505142211914e+00,-2.695250749588012695e+00
-2.042357809841632843e-02,-2.923274040222167969e-02,-1.153484210371971130e-01,-1.183311104774475098e+00,2.739500105381011963e-01,1.563113808631896973e+00,-3.925554454326629639e-01,-1.532719731330871582e-01,-1.501783370971679688e+00,2.973387956619262695e+00,4.574874937534332275e-01,8.480929732322692871e-01,-1.200436592102050781e+00,5.520188435912132263e-02,-1.213976502418518066e+00,-1.204023361206054688e+00,1.385967373847961426e+00,-7.981094717979431152e-01,-1.711585521697998047e-01,-4.235730648040771484e+00
1.247328877449035645e+00,-7.105709910392761230e-01,2.591495513916015625e+00,4.362736701965332031e+00,-1.558600068092346191e+00,1.264360308647155762e+00,-3.991249084472656250e+00,6.822958588600158691e-01,4.887697398662567139e-01,-1.261768192052841187e-01,2.141499042510986328e+00,3.437962770462036133e+00,-1.608382612466812134e-01,2.288917303085327148e+00,1.449255228042602539e+00,4.479571342468261719e+00,2.221691131591796875e+00,4.231112003326416016e-01,-3.228752851486206055e+00,-2.307473421096801758e+00
-6.395248770713806152e-01,7.817603349685668945e-01,7.925607264041900635e-03,-2.938986539840698242e+00,3.303048610687255859e-01,1.430244445800781250e+00,-4.897611439228057861e-01,9.706447720527648926e-01,-9.738227725028991699e-01,-7.917907238006591797e-01,-1.860933065414428711e+00,-9.591619670391082764e-02,-1.361976861953735352e+00,-6.288399696350097656e-01,-3.435183167457580566e-01,9.313170909881591797e-01,-4.523993283510208130e-02,-3.161072432994842529e-01,1.264914155006408691e+00,6.107088327407836914e-01
